ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
204495_s_at	0.9671	0.88676928	0.142999	-5.6881	0.0507896	C15orf39	chromosome 15 open reading frame 39
202690_s_at	0.9671	0.88683946	-0.14291	-5.6881	-0.0346679	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide
208286_x_at	0.9671	0.88685418	-0.142891	-5.6881	-0.0389905	POU5F1P4///POU5F1P3///POU5F1B///POU5F1	POU class 5 homeobox 1 pseudogene 4///POU class 5 homeobox 1 pseudogene 3///POU class 5 homeobox 1B///POU class 5 homeobox 1
208716_s_at	0.9671	0.88687894	0.14286	-5.6881	0.0625579	TMCO1	transmembrane and coiled-coil domains 1
215927_at	0.9671	0.88690134	0.142831	-5.6881	0.0422217	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2
204515_at	0.9671	0.88696551	0.14275	-5.6881	0.0549437	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1
206595_at	0.9671	0.88702972	0.142668	-5.6882	0.0499063	CST6	cystatin E/M
207397_s_at	0.9671	0.88703053	-0.142667	-5.6882	-0.0380206	HOXD13	homeobox D13
215351_at	0.9671	0.88705552	-0.142635	-5.6882	-0.0581354	RTCA	RNA 3'-terminal phosphate cyclase
219282_s_at	0.9671	0.88709291	-0.142588	-5.6882	-0.0449815	TRPV2	transient receptor potential cation channel subfamily V member 2
210495_x_at	0.9671	0.88711956	-0.142554	-5.6882	-0.0566311	FN1	fibronectin 1
222222_s_at	0.9671	0.88714098	0.142527	-5.6882	0.0414656	HOMER3	homer scaffolding protein 3
217737_x_at	0.9671	0.88719733	-0.142455	-5.6882	-0.0360507	RTFDC1	replication termination factor 2 domain containing 1
205821_at	0.9671	0.88722002	-0.142426	-5.6882	-0.0789863	KLRC4-KLRK1///KLRK1	KLRC4-KLRK1 readthrough///killer cell lectin like receptor K1
202512_s_at	0.9671	0.88727123	-0.142361	-5.6882	-0.0647807	ATG5	autophagy related 5
201225_s_at	0.9674	0.88753685	0.142023	-5.6882	0.0322527	SRRM1	serine and arginine repetitive matrix 1
214988_s_at	0.9674	0.88762461	0.141912	-5.6883	0.0442272	SON	SON DNA binding protein
221573_at	0.9674	0.88766621	-0.141859	-5.6883	-0.0544995	C7orf25///PSMA2	chromosome 7 open reading frame 25///proteasome subunit alpha 2
211045_s_at	0.9674	0.88769515	-0.141822	-5.6883	-0.0498407	KCNH6	potassium voltage-gated channel subfamily H member 6
205396_at	0.9674	0.88780551	-0.141682	-5.6883	-0.0405973	SMAD3	SMAD family member 3
211632_at	0.9674	0.88781061	0.141675	-5.6883	0.0437786	IGHM///IGHG1///IGHD	immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta
217518_at	0.9675	0.88792315	-0.141532	-5.6883	-0.0517571	MYOF	myoferlin
211115_x_at	0.9675	0.88801399	-0.141416	-5.6883	-0.0374733	GEMIN2	gem nuclear organelle associated protein 2
218335_x_at	0.9675	0.88803122	-0.141395	-5.6883	-0.0381203	TNIP2	TNFAIP3 interacting protein 2
222381_at	0.9675	0.88803797	0.141386	-5.6883	0.0407413		
214215_s_at	0.9675	0.88808074	0.141332	-5.6883	0.0406208	LARP4B	La ribonucleoprotein domain family member 4B
209370_s_at	0.9676	0.88824701	0.14112	-5.6884	0.0416856	SH3BP2	SH3 domain binding protein 2
210600_s_at	0.9676	0.88833793	0.141005	-5.6884	0.060087	GRK4	G protein-coupled receptor kinase 4
203606_at	0.9676	0.88846691	0.140841	-5.6884	0.0368336	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6
203309_s_at	0.9676	0.88846717	-0.14084	-5.6884	-0.0305447	HPS1	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1
216564_at	0.9676	0.88852838	-0.140763	-5.6884	-0.0471635		
221500_s_at	0.9676	0.88863531	0.140627	-5.6884	0.0433906	STX16	syntaxin 16
214086_s_at	0.9676	0.8886667	0.140587	-5.6884	0.0413196	PARP2	poly(ADP-ribose) polymerase 2
204061_at	0.9676	0.88868139	-0.140568	-5.6884	-0.0455766	PRKX	protein kinase, X-linked
207361_at	0.9676	0.88874076	-0.140493	-5.6884	-0.0665867	HBP1	HMG-box transcription factor 1
217881_s_at	0.9676	0.88881296	-0.140401	-5.6884	-0.0463766	CDC27	cell division cycle 27
202392_s_at	0.9676	0.88882092	-0.140391	-5.6884	-0.0554382	MIR7109///PISD	microRNA 7109///phosphatidylserine decarboxylase
210927_x_at	0.9676	0.88889974	-0.14029	-5.6885	-0.032658	JTB	jumping translocation breakpoint
211407_at	0.9676	0.88895074	-0.140226	-5.6885	-0.059195	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
214782_at	0.9676	0.88895401	-0.140221	-5.6885	-0.0597477	CTTN	cortactin
205512_s_at	0.9676	0.88900778	-0.140153	-5.6885	-0.0414099	AIFM1	apoptosis inducing factor, mitochondria associated 1
208669_s_at	0.9676	0.88902524	-0.140131	-5.6885	-0.053568	EID1	EP300 interacting inhibitor of differentiation 1
202246_s_at	0.9676	0.88903547	0.140118	-5.6885	0.0392349	CDK4	cyclin dependent kinase 4
220619_at	0.9676	0.88904011	-0.140112	-5.6885	-0.054171	CHD7	chromodomain helicase DNA binding protein 7
218631_at	0.9676	0.88909273	-0.140045	-5.6885	-0.0336196	AVPI1	arginine vasopressin induced 1
200062_s_at	0.9676	0.88914031	0.139985	-5.6885	0.0292047	RPL30	ribosomal protein L30
208320_at	0.9676	0.88914524	-0.139978	-5.6885	-0.0402488	CABP1	calcium binding protein 1
204250_s_at	0.9676	0.88915543	-0.139965	-5.6885	-0.0547954	CEP164	centrosomal protein 164
218205_s_at	0.9676	0.88916797	-0.139949	-5.6885	-0.0401954	MKNK2	MAP kinase interacting serine/threonine kinase 2
210907_s_at	0.9676	0.88929987	0.139782	-5.6885	0.0384748	PDCD10	programmed cell death 10
204605_at	0.9676	0.88930907	-0.13977	-5.6885	-0.0351579	CGRRF1	cell growth regulator with ring finger domain 1
203630_s_at	0.9676	0.88934642	-0.139723	-5.6885	-0.0372223	COG5	component of oligomeric golgi complex 5
210532_s_at	0.9677	0.88941167	0.13964	-5.6885	0.0341339	C14orf2	chromosome 14 open reading frame 2
209317_at	0.9678	0.88954576	-0.139469	-5.6886	-0.0333794	POLR1C	RNA polymerase I subunit C
205488_at	0.9678	0.88957976	0.139426	-5.6886	0.0544483	GZMA	granzyme A
217836_s_at	0.9679	0.88978088	-0.13917	-5.6886	-0.0322856	YY1AP1	YY1 associated protein 1
207932_at	0.9679	0.88979222	-0.139156	-5.6886	-0.0509397	IFNA8	interferon alpha 8
218629_at	0.9679	0.88988176	-0.139042	-5.6886	-0.0428345	SMO	smoothened, frizzled class receptor
217356_s_at	0.968	0.89000062	-0.138891	-5.6886	-0.0610577	PGK1	phosphoglycerate kinase 1
211237_s_at	0.968	0.89005903	-0.138817	-5.6886	-0.0294752	FGFR4	fibroblast growth factor receptor 4
214557_at	0.968	0.89011272	0.138749	-5.6887	0.0580015	PTTG2	pituitary tumor-transforming 2
203579_s_at	0.968	0.89016888	-0.138677	-5.6887	-0.0378473	SLC7A6	solute carrier family 7 member 6
209551_at	0.968	0.8901788	-0.138665	-5.6887	-0.052208	YIPF4	Yip1 domain family member 4
78495_at	0.968	0.89023146	-0.138598	-5.6887	-0.0319326	ZNF783	zinc finger family member 783
218320_s_at	0.968	0.8902762	0.138541	-5.6887	0.0346907	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11
213800_at	0.968	0.89027868	-0.138538	-5.6887	-0.0546269	CFH	complement factor H
220384_at	0.968	0.89038861	-0.138398	-5.6887	-0.0335228	NME8	NME/NM23 family member 8
201796_s_at	0.968	0.89039182	0.138394	-5.6887	0.0571764	VARS	valyl-tRNA synthetase
211888_x_at	0.9681	0.8905209	-0.13823	-5.6887	-0.0482213	CASP10	caspase 10
215729_s_at	0.9681	0.89054091	0.138204	-5.6887	0.0501698	VGLL1	vestigial like family member 1
211180_x_at	0.9681	0.89069282	-0.138011	-5.6887	-0.033031	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
212258_s_at	0.9681	0.89075311	-0.137935	-5.6888	-0.0542619	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
216827_at	0.9681	0.8907708	-0.137912	-5.6888	-0.0494562		
219107_at	0.9681	0.89080119	-0.137874	-5.6888	-0.0338513	BCAN	brevican
207396_s_at	0.9681	0.89081816	-0.137852	-5.6888	-0.0494292	ALG3	ALG3, alpha-1,3- mannosyltransferase
217114_at	0.9681	0.89084451	0.137819	-5.6888	0.0322115	LOC101929240///SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene///small nuclear ribonucleoprotein U5 subunit 200
217993_s_at	0.9681	0.89097663	0.137651	-5.6888	0.0415904	MAT2B	methionine adenosyltransferase 2B
215352_at	0.9681	0.89098323	0.137642	-5.6888	0.0467263	GIMAP1-GIMAP5///GIMAP5	GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5
208676_s_at	0.9681	0.89102528	-0.137589	-5.6888	-0.0373148	PA2G4	proliferation-associated 2G4
221768_at	0.9681	0.89106169	0.137543	-5.6888	0.0469552	SFPQ	splicing factor proline and glutamine rich
207559_s_at	0.9681	0.89109849	-0.137496	-5.6888	-0.0380388	ZMYM3	zinc finger MYM-type containing 3
214839_at	0.9681	0.89116683	-0.137409	-5.6888	-0.0381095	MIR124-1///LINC00599	microRNA 124-1///long intergenic non-protein coding RNA 599
210805_x_at	0.9681	0.89117908	-0.137394	-5.6888	-0.0669975	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
201341_at	0.9681	0.89118373	-0.137388	-5.6888	-0.0406806	ENC1	ectodermal-neural cortex 1
207148_x_at	0.9681	0.89121823	-0.137344	-5.6888	-0.0496217	MYOZ2	myozenin 2
217880_at	0.9685	0.89165199	-0.136793	-5.6889	-0.0382923	CDC27	cell division cycle 27
202614_at	0.9686	0.89171083	-0.136718	-5.6889	-0.0428603	SLC30A9	solute carrier family 30 member 9
212718_at	0.9686	0.89178189	0.136628	-5.6889	0.0387075	PAPOLA	poly(A) polymerase alpha
200739_s_at	0.9686	0.89182566	-0.136572	-5.6889	-0.0408063	SUMO3	small ubiquitin-like modifier 3
215817_at	0.9686	0.89187487	-0.136509	-5.6889	-0.0452599	SERPINB13	serpin family B member 13
203740_at	0.9686	0.89191581	0.136457	-5.6889	0.0352077	MPHOSPH6	M-phase phosphoprotein 6
218538_s_at	0.9686	0.89198848	0.136365	-5.6889	0.0557127	MRS2	MRS2, magnesium transporter
218528_s_at	0.9687	0.89208867	-0.136238	-5.689	-0.0387218	RNF38	ring finger protein 38
209461_x_at	0.9687	0.89214559	0.136166	-5.689	0.0676724	WDR18	WD repeat domain 18
203372_s_at	0.9688	0.8922501	0.136033	-5.689	0.0797659	SOCS2	suppressor of cytokine signaling 2
221876_at	0.9689	0.89240982	-0.13583	-5.689	-0.0324027	ZNF783	zinc finger family member 783
209736_at	0.9689	0.89245066	0.135778	-5.689	0.0408191	SOX13	SRY-box 13
AFFX-r2-Bs-dap-5_at	0.9689	0.89247091	0.135752	-5.689	0.0447171		
204329_s_at	0.9689	0.89250865	0.135704	-5.689	0.0481113	ZNF202	zinc finger protein 202
221563_at	0.9689	0.89260387	-0.135583	-5.689	-0.0506678	DUSP10	dual specificity phosphatase 10
218602_s_at	0.969	0.89280622	-0.135326	-5.6891	-0.0602638	HAUS6	HAUS augmin like complex subunit 6
212082_s_at	0.969	0.89281451	-0.135316	-5.6891	-0.0301297	MYL6	myosin light chain 6
208339_at	0.969	0.89282482	-0.135303	-5.6891	-0.053366	XKRY2///XKRY	XK related, Y-linked 2///XK related, Y-linked
209389_x_at	0.969	0.89289001	-0.13522	-5.6891	-0.0409067	DBI	diazepam binding inhibitor, acyl-CoA binding protein
214025_at	0.9691	0.89297348	-0.135114	-5.6891	-0.0429646	DDX28	DEAD-box helicase 28
212579_at	0.9691	0.89307502	-0.134985	-5.6891	-0.0442523	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
201862_s_at	0.9691	0.89308915	0.134967	-5.6891	0.0451019	LRRFIP1	LRR binding FLII interacting protein 1
216018_at	0.9691	0.89311063	-0.13494	-5.6891	-0.0418568	RNF5	ring finger protein 5
222374_at	0.9692	0.89321374	-0.134809	-5.6891	-0.0492383	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
201431_s_at	0.9692	0.89330306	-0.134695	-5.6892	-0.0595364	DPYSL3	dihydropyrimidinase like 3
201550_x_at	0.9692	0.89346476	-0.13449	-5.6892	-0.0325488	ACTG1///ACTB	actin gamma 1///actin beta
209841_s_at	0.9692	0.89346872	0.134485	-5.6892	0.0381748	LRRN3	leucine rich repeat neuronal 3
218065_s_at	0.9692	0.89347574	0.134476	-5.6892	0.0305108	TMEM9B	TMEM9 domain family member B
216406_at	0.9692	0.89349829	0.134447	-5.6892	0.0583818		
222110_at	0.9692	0.89350989	-0.134432	-5.6892	-0.0291767	SENP5	SUMO1/sentrin specific peptidase 5
215649_s_at	0.9692	0.89362944	-0.134281	-5.6892	-0.0372778	MVK	mevalonate kinase
212647_at	0.9692	0.89363156	0.134278	-5.6892	0.0588603	RRAS	related RAS viral (r-ras) oncogene homolog
217582_at	0.9692	0.8937612	-0.134113	-5.6892	-0.0513174		
217067_s_at	0.9692	0.89380918	-0.134052	-5.6892	-0.0600403	DMP1	dentin matrix acidic phosphoprotein 1
205361_s_at	0.9692	0.89386409	-0.133983	-5.6892	-0.034514	PFDN4	prefoldin subunit 4
220558_x_at	0.9692	0.89389266	-0.133946	-5.6892	-0.0350195	TSPAN32	tetraspanin 32
213027_at	0.9692	0.89390845	0.133926	-5.6892	0.0387529	TROVE2	TROVE domain family member 2
217800_s_at	0.9692	0.89393134	0.133897	-5.6893	0.052854	NDFIP1	Nedd4 family interacting protein 1
201572_x_at	0.9692	0.89393465	-0.133893	-5.6893	-0.0363797	DCTD	dCMP deaminase
214003_x_at	0.9693	0.89403535	-0.133765	-5.6893	-0.0276976	SNORD54///RPS20	small nucleolar RNA, C/D box 54///ribosomal protein S20
206736_x_at	0.9693	0.89411895	-0.133659	-5.6893	-0.0529312	CHRNA4	cholinergic receptor nicotinic alpha 4 subunit
204049_s_at	0.9693	0.89414514	-0.133626	-5.6893	-0.0557892	PHACTR2	phosphatase and actin regulator 2
206267_s_at	0.9693	0.89421895	0.133532	-5.6893	0.0620183	MATK	megakaryocyte-associated tyrosine kinase
212074_at	0.9695	0.89442272	0.133273	-5.6893	0.0489957	SUN1	Sad1 and UNC84 domain containing 1
216923_at	0.9696	0.89464239	0.132994	-5.6894	0.0371597	CDKL5	cyclin dependent kinase like 5
204791_at	0.9696	0.89471036	-0.132908	-5.6894	-0.0397494	NR2C1	nuclear receptor subfamily 2 group C member 1
90265_at	0.9696	0.8947147	-0.132902	-5.6894	-0.0400434	ADAP1	ArfGAP with dual PH domains 1
203935_at	0.9696	0.89474662	0.132862	-5.6894	0.036828	ACVR1	activin A receptor type 1
206654_s_at	0.9696	0.89474869	-0.132859	-5.6894	-0.0456262	POLR3G	RNA polymerase III subunit G
213206_at	0.9697	0.89483295	-0.132752	-5.6894	-0.057757	GOSR2	golgi SNAP receptor complex member 2
202929_s_at	0.9698	0.8950143	0.132522	-5.6894	0.0344658	DDTL///DDT	D-dopachrome tautomerase-like///D-dopachrome tautomerase
218049_s_at	0.9698	0.89513483	0.132369	-5.6894	0.0429336	MRPL13	mitochondrial ribosomal protein L13
214257_s_at	0.9698	0.89518994	0.132299	-5.6894	0.036444	SEC22B	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)
217783_s_at	0.9698	0.89520401	-0.132281	-5.6894	-0.0366636	YPEL5	yippee like 5
208693_s_at	0.9698	0.89522305	-0.132257	-5.6894	-0.0299505	GARS	glycyl-tRNA synthetase
200947_s_at	0.9698	0.89524376	0.132231	-5.6895	0.0442607	GLUD1	glutamate dehydrogenase 1
207432_at	0.9698	0.89526035	0.132209	-5.6895	0.0415989	BEST2	bestrophin 2
212806_at	0.9698	0.89535196	-0.132093	-5.6895	-0.048099	PRUNE2	prune homolog 2
210190_at	0.9698	0.89537885	-0.132059	-5.6895	-0.0737509	STX11	syntaxin 11
217731_s_at	0.9698	0.89539504	-0.132038	-5.6895	-0.0370953	ITM2B	integral membrane protein 2B
209081_s_at	0.9698	0.89539708	0.132036	-5.6895	0.0538115	COL18A1	collagen type XVIII alpha 1 chain
207562_at	0.9698	0.89545889	-0.131957	-5.6895	-0.0348677	DGKQ	diacylglycerol kinase theta
215016_x_at	0.9698	0.89553493	0.131861	-5.6895	0.0473167	DST	dystonin
205924_at	0.9698	0.89554513	-0.131848	-5.6895	-0.0432104	RAB3B	RAB3B, member RAS oncogene family
37433_at	0.9698	0.89562785	0.131743	-5.6895	0.0411651	PIAS2	protein inhibitor of activated STAT 2
204069_at	0.97	0.89583662	0.131478	-5.6895	0.0979222	MEIS1	Meis homeobox 1
221320_at	0.97	0.89587656	-0.131427	-5.6895	-0.0458555	BCL2L10	BCL2 like 10
216245_at	0.97	0.89597568	-0.131301	-5.6896	-0.0437782	IL1RN	interleukin 1 receptor antagonist
220361_at	0.97	0.89606485	-0.131188	-5.6896	-0.0530455	IQCH	IQ motif containing H
220301_at	0.97	0.89609863	-0.131145	-5.6896	-0.0495161	CCDC102B	coiled-coil domain containing 102B
201789_at	0.97	0.89616646	-0.131059	-5.6896	-0.0538383	PCNX4	pecanex homolog 4 (Drosophila)
217208_s_at	0.97	0.8961693	-0.131055	-5.6896	-0.03424	DLG1	discs large MAGUK scaffold protein 1
201297_s_at	0.97	0.89619269	-0.131026	-5.6896	-0.0375302	MOB1A	MOB kinase activator 1A
221397_at	0.97	0.8962154	0.130997	-5.6896	0.0615517	TAS2R10	taste 2 receptor member 10
206328_at	0.97	0.89622313	0.130987	-5.6896	0.0425806	CDH15	cadherin 15
203437_at	0.97	0.89624641	-0.130957	-5.6896	-0.0294934	TMEM11	transmembrane protein 11
219079_at	0.97	0.89630436	-0.130884	-5.6896	-0.0506145	CYB5R4	cytochrome b5 reductase 4
201485_s_at	0.9701	0.8964218	-0.130735	-5.6896	-0.0498947	RCN2	reticulocalbin 2
216641_s_at	0.9701	0.89651247	0.13062	-5.6896	0.0381904	LAD1	ladinin 1
202691_at	0.9701	0.89658286	-0.13053	-5.6897	-0.038205	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide
217154_s_at	0.9701	0.89660212	-0.130506	-5.6897	-0.042531	EDN3	endothelin 3
220437_at	0.9702	0.89679348	0.130263	-5.6897	0.0447522	ANGPTL8	angiopoietin like 8
206996_x_at	0.9702	0.8968385	-0.130206	-5.6897	-0.0381987	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1
201189_s_at	0.9702	0.89689437	0.130135	-5.6897	0.0734622	ITPR3	inositol 1,4,5-trisphosphate receptor type 3
213857_s_at	0.9702	0.89690854	-0.130117	-5.6897	-0.0363177	CD47	CD47 molecule
204095_s_at	0.9702	0.896935	-0.130083	-5.6897	-0.0379642	ELL	elongation factor for RNA polymerase II
208882_s_at	0.9702	0.89699638	-0.130005	-5.6897	-0.0382876	UBR5	ubiquitin protein ligase E3 component n-recognin 5
203019_x_at	0.9702	0.89702715	-0.129966	-5.6897	-0.044888	SSX2IP	SSX family member 2 interacting protein
216635_at	0.9702	0.89704523	-0.129943	-5.6897	-0.0452423		
203998_s_at	0.9702	0.89706989	-0.129912	-5.6897	-0.058512	SYT1	synaptotagmin 1
206762_at	0.9703	0.89714392	-0.129818	-5.6897	-0.0823877	KCNA5	potassium voltage-gated channel subfamily A member 5
205611_at	0.9703	0.89726466	0.129665	-5.6898	0.0273697	TNFSF12-TNFSF13///TNFSF12	TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 12
211094_s_at	0.9703	0.89728761	-0.129636	-5.6898	-0.0641841	NF1P9///NF1	neurofibromin 1 pseudogene 9///neurofibromin 1
207183_at	0.9703	0.89735663	0.129548	-5.6898	0.0371568	GPR19	G protein-coupled receptor 19
208801_at	0.9703	0.89737662	0.129523	-5.6898	0.0322719	SRP72	signal recognition particle 72
216598_s_at	0.9703	0.89740517	-0.129487	-5.6898	-0.0540118	CCL2	C-C motif chemokine ligand 2
216148_at	0.9703	0.89749501	-0.129372	-5.6898	-0.0539921		
205397_x_at	0.9703	0.89750719	-0.129357	-5.6898	-0.0795467	SMAD3	SMAD family member 3
219723_x_at	0.9703	0.89751944	0.129341	-5.6898	0.0434785	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
219335_at	0.9704	0.89773805	-0.129064	-5.6898	-0.0380168	ARMCX5	armadillo repeat containing, X-linked 5
219865_at	0.9704	0.89774459	-0.129056	-5.6898	-0.0441846	LINC00339	long intergenic non-protein coding RNA 339
217672_x_at	0.9705	0.89790579	-0.128851	-5.6898	-0.031439	EIF1	eukaryotic translation initiation factor 1
201032_at	0.9705	0.89798629	0.128749	-5.6899	0.030866	BLCAP	bladder cancer associated protein
201625_s_at	0.9705	0.89799561	-0.128737	-5.6899	-0.0473345	INSIG1	insulin induced gene 1
208475_at	0.9705	0.89800428	-0.128726	-5.6899	-0.0615404	FRMD4A	FERM domain containing 4A
221711_s_at	0.9705	0.89802471	-0.1287	-5.6899	-0.0412747	BABAM1	BRISC and BRCA1 A complex member 1
204525_at	0.9705	0.89803992	0.128681	-5.6899	0.0452691	PHF14	PHD finger protein 14
212632_at	0.9705	0.89808645	0.128622	-5.6899	0.0512803	STX7	syntaxin 7
218117_at	0.9705	0.8981191	0.12858	-5.6899	0.0373172	RBX1	ring-box 1
210705_s_at	0.9705	0.89820549	-0.128471	-5.6899	-0.0586769	TRIM5	tripartite motif containing 5
59644_at	0.9705	0.89827179	-0.128387	-5.6899	-0.0499469	BMP2K	BMP2 inducible kinase
215784_at	0.9705	0.89834203	-0.128297	-5.6899	-0.0392797	CD1E	CD1e molecule
201636_at	0.9705	0.8983557	-0.12828	-5.6899	-0.0344043	FXR1	FMR1 autosomal homolog 1
204316_at	0.9706	0.89845821	-0.12815	-5.6899	-0.0368586	RGS10	regulator of G-protein signaling 10
212690_at	0.9707	0.89856227	-0.128018	-5.6899	-0.0342679	DDHD2	DDHD domain containing 2
215585_at	0.9707	0.89870503	-0.127837	-5.69	-0.0364305		
200091_s_at	0.9707	0.89873796	0.127795	-5.69	0.0279467	RPS25	ribosomal protein S25
208278_s_at	0.9707	0.89878326	-0.127737	-5.69	-0.0391598		
217634_at	0.9707	0.89880327	0.127712	-5.69	0.0446653	SVIL	supervillin
214967_at	0.9707	0.89888154	-0.127613	-5.69	-0.0611293		
216093_at	0.9707	0.89889223	-0.127599	-5.69	-0.0441972		
200033_at	0.9709	0.89909723	0.127339	-5.69	0.0354831	MIR5047///MIR3064///DDX5	microRNA 5047///microRNA 3064///DEAD-box helicase 5
243_g_at	0.9709	0.89912616	-0.127302	-5.69	-0.0357866	MAP4	microtubule associated protein 4
214212_x_at	0.9709	0.89922493	0.127177	-5.69	0.0314201	FERMT2	fermitin family member 2
217940_s_at	0.971	0.89931912	-0.127057	-5.6901	-0.0369519	NAXD	NAD(P)HX dehydratase
218691_s_at	0.971	0.89935203	-0.127016	-5.6901	-0.0479876	PDLIM4	PDZ and LIM domain 4
211715_s_at	0.971	0.89939496	0.126961	-5.6901	0.0416242	BDH1	3-hydroxybutyrate dehydrogenase, type 1
205702_at	0.971	0.8994411	0.126903	-5.6901	0.0415982	PHTF1	putative homeodomain transcription factor 1
217415_at	0.971	0.89947138	0.126864	-5.6901	0.033635	POLR2A	RNA polymerase II subunit A
205260_s_at	0.971	0.89952591	-0.126795	-5.6901	-0.0592094	ACYP1	acylphosphatase 1
215895_x_at	0.971	0.89964617	-0.126643	-5.6901	-0.0425813	PLIN2	perilipin 2
220444_at	0.971	0.8997503	0.12651	-5.6901	0.0571266	ZNF557	zinc finger protein 557
222194_at	0.971	0.89984645	0.126388	-5.6901	0.0373579	FAM66D	family with sequence similarity 66 member D
221901_at	0.971	0.89985056	0.126383	-5.6901	0.0304855	KIAA1644	KIAA1644
219644_at	0.971	0.89989337	-0.126329	-5.6901	-0.0330417	CEP83	centrosomal protein 83
212530_at	0.971	0.89990041	0.12632	-5.6901	0.0473236	NEK7	NIMA related kinase 7
206127_at	0.971	0.89991823	0.126297	-5.6901	0.0449114	ELK3	ELK3, ETS transcription factor
210517_s_at	0.971	0.89994478	0.126264	-5.6901	0.0811893	AKAP12	A-kinase anchoring protein 12
216445_at	0.971	0.89995486	0.126251	-5.6901	0.0395488	PRDM2	PR/SET domain 2
212668_at	0.9711	0.90003311	0.126152	-5.6902	0.0423513	SMURF1	SMAD specific E3 ubiquitin protein ligase 1
203175_at	0.9714	0.90037542	0.125717	-5.6902	0.0386272	RHOG	ras homolog family member G
208240_s_at	0.9714	0.90044097	-0.125634	-5.6902	-0.0332218	FGF1	fibroblast growth factor 1
202457_s_at	0.9714	0.90054368	0.125504	-5.6902	0.0374423	PPP3CA	protein phosphatase 3 catalytic subunit alpha
215884_s_at	0.9714	0.90056021	-0.125483	-5.6902	-0.0338267	UBQLN2	ubiquilin 2
200713_s_at	0.9714	0.90064017	-0.125381	-5.6902	-0.0318716	MAPRE1	microtubule associated protein RP/EB family member 1
202555_s_at	0.9714	0.90064713	-0.125373	-5.6902	-0.0638645	MYLK	myosin light chain kinase
217740_x_at	0.9714	0.90073923	0.125256	-5.6903	0.0257568	SNORD24///SNORD36A///SNORD36B///RPL7A	small nucleolar RNA, C/D box 24///small nucleolar RNA, C/D box 36A///small nucleolar RNA, C/D box 36B///ribosomal protein L7a
209069_s_at	0.9714	0.90074903	-0.125243	-5.6903	-0.0318336	MIR4738///H3F3B///H3F3A	microRNA 4738///H3 histone, family 3B///H3 histone, family 3A
206357_at	0.9714	0.90075066	-0.125241	-5.6903	-0.0474852	OPA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)
221344_at	0.9714	0.90079049	0.125191	-5.6903	0.0301826	OR12D2	olfactory receptor family 12 subfamily D member 2 (gene/pseudogene)
217492_s_at	0.9714	0.90085335	0.125111	-5.6903	0.0403317	PTENP1///PTEN	phosphatase and tensin homolog pseudogene 1///phosphatase and tensin homolog
201970_s_at	0.9715	0.90102991	-0.124887	-5.6903	-0.0377128	NASP	nuclear autoantigenic sperm protein
221554_at	0.9715	0.90103911	-0.124875	-5.6903	-0.0377899	STRADA	STE20-related kinase adaptor alpha
218077_s_at	0.9717	0.9012341	-0.124628	-5.6903	-0.0258325	ZDHHC3	zinc finger DHHC-type containing 3
207715_at	0.9717	0.90137074	0.124455	-5.6904	0.0421941	CRYGB	crystallin gamma B
214958_s_at	0.9717	0.90138618	-0.124435	-5.6904	-0.0483499	TMC6	transmembrane channel like 6
209277_at	0.9717	0.90138945	0.124431	-5.6904	0.0467735	TFPI2	tissue factor pathway inhibitor 2
217790_s_at	0.9717	0.90140548	0.124411	-5.6904	0.0582895	SSR3	signal sequence receptor subunit 3
210621_s_at	0.9717	0.90147619	0.124321	-5.6904	0.0437437	RASA1	RAS p21 protein activator 1
204618_s_at	0.9718	0.90157355	0.124197	-5.6904	0.0399221	GABPB1	GA binding protein transcription factor beta subunit 1
205162_at	0.9719	0.90172306	-0.124008	-5.6904	-0.0347946	ERCC8	ERCC excision repair 8, CSA ubiquitin ligase complex subunit
217727_x_at	0.9719	0.90184311	0.123855	-5.6904	0.0423112	VPS35	VPS35 retromer complex component
